ç
Semáforo, Latitude, Longitude
Av. João Xxiii x Trav. Ped.,"-22.906807","-43.703101"
R. Imperio x Trav. Ped.,"-22.91849812","-43.69358425"
Av. Cesário de Melo x Trav. Ped.,"-22.920845","-43.644653"
Av. Antares x Trav. Ped.,"-22.92136","-43.66855"
Av. Antares x Trav. Ped.,"-22.922283","-43.655245"
Av. Antares x Trav. Ped.,"-22.92157","-43.661391"
Etr. da Pedra x Trav. Ped.,"-22.974678","-43.647662"
Etr. Santa Eugenia x Trav. Ped.,"-22.924306","-43.634637"
Etr. Santa Eugenia x Trav. Ped.,"-22.92201","-43.634117"
Etr. Urucania x Trav. Ped.,"-22.916276","-43.635778"
R. Belchior da Fonseca x Trav. Ped.,"-23.001478","-43.638363"
Etr. Roberto Burle Marx x Trav. Ped.,"-23.007016","-43.539976"
R. Imperio x R. Prado,"-22.91476163","-43.6870239"
Av. Cesário de Melo x Av. Antares,"-22.923333","-43.648248"
Av. Isabel x R. Fernanda,"-22.92133","-43.683758"
Etr. Urucania x Trav. Ped.,"-22.916695","-43.637947"
Av. Cesário de Melo x R. Pacuare,"-22.91662174","-43.62090477"
Av. Padre Guilherme Decaminada x Av. João XXIII,"-22.911416","-43.687115"
R. Felipe Cardoso x Trav. Ped.,"-22.91765","-43.682658"
R.do Prado x R.Beco do Matias,"-22.91372663","-43.6869136"
Av.Alvaro Alberto x R.Lopes de Moura,"-22.915698","-43.684173"
R.Barão de Laguna x R.Lopes de Moura,"-22.91752","-43.683845"
R.Medeiros de Albuquerque x Praça Ruão,"-22.91342","-43.684561"
R.Senador Camara x Praça do Gado,"-22.911931","-43.686438"

